Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length,Unnamed: 17,personId
Loren Meyer,Loren Meyer,1996,1999,C,10-Jun,257,12/30/1972,30/12/1972,1972,27,Iowa State,https://www.basketball-reference.com/players/m/meyerlo01.html,meyerlo01,1972,27,3,,684
Lorenzo Brown,Lorenzo Brown,2014,2019,G,5-Jun,189,8/26/1990,26/8/1990,1990,29,NC State,https://www.basketball-reference.com/players/b/brownlo01.html,brownlo01,1990,29,5,,203485
Lorenzo Romar,Lorenzo Romar,1981,1985,G,1-Jun,175,11/13/1958,13/11/1958,1958,27,Washington,https://www.basketball-reference.com/players/r/romarlo01.html,romarlo01,1958,27,4,,78015
Louie Nelson,Louie Nelson,1974,1978,G,3-Jun,190,5/28/1951,28/5/1951,1951,27,Washington,https://www.basketball-reference.com/players/n/nelsolo01.html,nelsolo01,1951,27,4,,77701
Louis King,Louis King,2020,2023,F,7-Jun,205,4/6/1999,6/4/1999,1999,24,Oregon,https://www.basketball-reference.com/players/k/kinglo02.html,kinglo02,1999,24,3,,1629663
Lucas Nogueira,Lucas Nogueira,2015,2018,C,Jul-00,241,7/26/1992,26/7/1992,1992,26,,https://www.basketball-reference.com/players/n/noguelu01.html,noguelu01,1992,26,3,,203512
Luguentz Dort,Luguentz Dort,2020,2025,G,4-Jun,220,4/19/1999,19/4/1999,1999,26,Arizona State,https://www.basketball-reference.com/players/d/dortlu01.html,dortlu01,1999,26,5,,1629652
Luka Šamanić,Luka Šamanić,2020,2024,F,10-Jun,227,1/9/2000,9/1/2000,2000,24,,https://www.basketball-reference.com/players/s/samanlu01.html,samanlu01,2000,24,4,,1629677
Luka Dončić,Luka Dončić,2019,2025,G-F,6-Jun,230,2/28/1999,28/2/1999,1999,26,,https://www.basketball-reference.com/players/d/doncilu01.html,doncilu01,1999,26,6,,1629029
Luka Garza,Luka Garza,2022,2025,F-C,10-Jun,235,12/27/1998,27/12/1998,1998,27,Iowa,https://www.basketball-reference.com/players/g/garzalu01.html,garzalu01,1998,27,3,,1630568
Luke Babbitt,Luke Babbitt,2011,2018,F,9-Jun,225,6/20/1989,20/6/1989,1989,29,Nevada,https://www.basketball-reference.com/players/b/babbilu01.html,babbilu01,1989,29,7,,202337
Luke Jackson,Luke Jackson,2005,2008,F,7-Jun,215,11/6/1981,6/11/1981,1981,27,Oregon,https://www.basketball-reference.com/players/j/jackslu02.html,jackslu02,1981,27,3,,2739
Luke Kennard,Luke Kennard,2018,2025,G,5-Jun,206,6/24/1996,24/6/1996,1996,29,Duke,https://www.basketball-reference.com/players/k/kennalu01.html,kennalu01,1996,29,7,,1628379
Luther Green,Luther Green,1970,1973,F,7-Jun,190,11/13/1946,13/11/1946,1946,27,Long Island University,https://www.basketball-reference.com/players/g/greenlu01.html,greenlu01,1946,27,3,,76872
Luther Head,Luther Head,2006,2011,G,3-Jun,185,11/26/1982,26/11/1982,1982,29,Illinois,https://www.basketball-reference.com/players/h/headlu01.html,headlu01,1982,29,5,,101129
Luke Rackley,Luke Rackley,1970,1974,C,10-Jun,220,6/11/1946,11/6/1946,1946,28,Xavier,https://www.basketball-reference.com/players/r/rackllu01.html,rackllu01,1946,28,4,modified,77894
Mac McClung,Mac McClung,2022,2025,G,2-Jun,185,1/6/1999,6/1/1999,1999,26,"Georgetown, Texas Tech",https://www.basketball-reference.com/players/m/mccluma01.html,mccluma01,1999,26,3,,1630644
Malachi Flynn,Malachi Flynn,2021,2024,G,1-Jun,175,5/10/1998,10/5/1998,1998,26,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01.html,flynnma01,1998,26,3,,1630201
Malcolm Lee,Malcolm Lee,2012,2015,G,5-Jun,200,5/22/1990,22/5/1990,1990,25,UCLA,https://www.basketball-reference.com/players/l/leema01.html,leema01,1990,25,3,,202723
Malcolm Thomas,Malcolm Thomas,2012,2015,F,9-Jun,225,11/8/1988,8/11/1988,1988,27,"Pepperdine, San Diego State",https://www.basketball-reference.com/players/t/thomama01.html,thomama01,1988,27,3,,202952
Malik Beasley,Malik Beasley,2017,2025,G,4-Jun,187,11/26/1996,26/11/1996,1996,29,Florida State,https://www.basketball-reference.com/players/b/beaslma01.html,beaslma01,1996,29,8,,1627736
Malik Monk,Malik Monk,2018,2025,G,3-Jun,200,2/4/1998,4/2/1998,1998,27,Kentucky,https://www.basketball-reference.com/players/m/monkma01.html,monkma01,1998,27,7,,1628370
Mamadi Diakite,Mamadi Diakite,2021,2024,F,9-Jun,228,1/21/1997,21/1/1997,1997,27,Virginia,https://www.basketball-reference.com/players/d/diakima01.html,diakima01,1997,27,3,,1629603
Manny Harris,Manny Harris,2011,2017,G,5-Jun,185,9/21/1989,21/9/1989,1989,28,Michigan,https://www.basketball-reference.com/players/h/harrima01.html,harrima01,1989,28,6,,202412
Emanuel Leaks,Emanuel Leaks,1969,1974,C-F,8-Jun,225,11/27/1945,27/11/1945,1945,29,Niagara University,https://www.basketball-reference.com/players/l/leaksma01.html,leaksma01,1945,29,5,modified,77351
Marcus Brown,Marcus Brown,1997,2000,G,3-Jun,185,4/3/1974,3/4/1974,1974,26,Murray State,https://www.basketball-reference.com/players/b/brownma01.html,brownma01,1974,26,3,,992
Marcus Fizer,Marcus Fizer,2001,2006,F,9-Jun,262,8/10/1978,10/8/1978,1978,28,Iowa State,https://www.basketball-reference.com/players/f/fizerma01.html,fizerma01,1978,28,5,,2033
Marcus Liberty,Marcus Liberty,1991,1994,F,8-Jun,205,10/27/1968,27/10/1968,1968,26,Illinois,https://www.basketball-reference.com/players/l/liberma01.html,liberma01,1968,26,3,,77386
Marcus Williams,Marcus Williams,2007,2010,G,3-Jun,205,12/3/1985,3/12/1985,1985,25,UConn,https://www.basketball-reference.com/players/w/willima03.html,willima03,1985,25,3,,200766
Mardy Collins,Mardy Collins,2007,2010,G,6-Jun,220,8/4/1984,4/8/1984,1984,26,Temple,https://www.basketball-reference.com/players/c/collima01.html,collima01,1984,26,3,,200776
Mario Bennett,Mario Bennett,1996,2000,F,6-Jun,235,8/1/1973,1/8/1973,1973,27,Arizona State,https://www.basketball-reference.com/players/b/bennema01.html,bennema01,1973,27,4,,712
Mario Hezonja,Mario Hezonja,2016,2020,F-G,8-Jun,220,2/25/1995,25/2/1995,1995,25,,https://www.basketball-reference.com/players/h/hezonma01.html,hezonma01,1995,25,4,,56024
Mario West,Mario West,2008,2011,G,5-Jun,210,6/19/1984,19/6/1984,1984,27,Georgia Tech,https://www.basketball-reference.com/players/w/westma02.html,westma02,1984,27,3,,201238
Mark Alarie,Mark Alarie,1987,1991,F,8-Jun,217,12/11/1963,11/12/1963,1963,28,Duke,https://www.basketball-reference.com/players/a/alarima01.html,alarima01,1963,28,4,,76019
Mark Davis,Mark Davis,1996,2000,G-F,7-Jun,210,4/26/1973,26/4/1973,1973,27,"Howard College, Texas Tech",https://www.basketball-reference.com/players/d/davisma02.html,davisma02,1973,27,4,,707
Mark Hendrickson,Mark Hendrickson,1997,2000,F,9-Jun,220,6/23/1974,23/6/1974,1974,26,Washington State,https://www.basketball-reference.com/players/h/hendrma01.html,hendrma01,1974,26,3,,971
Mark Landsberger,Mark Landsberger,1978,1984,F-C,8-Jun,215,5/21/1955,21/5/1955,1955,29,"Minnesota, Arizona State",https://www.basketball-reference.com/players/l/landsma01.html,landsma01,1955,29,6,,77334
Mark Randall,Mark Randall,1992,1995,F,8-Jun,235,9/30/1967,30/9/1967,1967,28,Kansas,https://www.basketball-reference.com/players/r/randama01.html,randama01,1967,28,3,,1821
Markel Brown,Markel Brown,2015,2018,G,3-Jun,190,1/29/1992,29/1/1992,1992,26,Oklahoma State,https://www.basketball-reference.com/players/b/brownma02.html,brownma02,1992,26,3,,203900
Markelle Fultz,Markelle Fultz,2018,2024,G,4-Jun,209,5/29/1998,29/5/1998,1998,26,Washington,https://www.basketball-reference.com/players/f/fultzma01.html,fultzma01,1998,26,6,,1628365
Marques Bolden,Marques Bolden,2020,2024,C,10-Jun,249,4/17/1998,17/4/1998,1998,26,Duke,https://www.basketball-reference.com/players/b/boldema01.html,boldema01,1998,26,4,,1629716
Marquese Chriss,Marquese Chriss,2017,2022,F,9-Jun,240,7/2/1997,2/7/1997,1997,25,Washington,https://www.basketball-reference.com/players/c/chrisma01.html,chrisma01,1997,25,5,,1627737
Marquis Teague,Marquis Teague,2013,2018,G,2-Jun,189,2/28/1993,28/2/1993,1993,25,Kentucky,https://www.basketball-reference.com/players/t/teaguma01.html,teaguma01,1993,25,5,,203104
Martell Webster,Martell Webster,2006,2015,G-F,7-Jun,230,12/4/1986,4/12/1986,1986,29,,https://www.basketball-reference.com/players/w/webstma02.html,webstma02,1986,29,9,,101110
Marty Byrnes,Marty Byrnes,1979,1983,F,7-Jun,215,4/30/1956,30/4/1956,1956,27,Syracuse,https://www.basketball-reference.com/players/b/byrnema01.html,byrnema01,1956,27,4,,76321
Marv Roberts,Marv Roberts,1972,1977,F-C,8-Jun,200,1/29/1950,29/1/1950,1950,27,Utah State University,https://www.basketball-reference.com/players/r/roberma01.html,roberma01,1950,27,5,,77978
Marvin Bagley III,Marvin Bagley III,2019,2025,F-C,10-Jun,235,3/14/1999,14/3/1999,1999,26,Duke,https://www.basketball-reference.com/players/b/baglema01.html,baglema01,1999,26,6,,1628963
Marvin Barnes,Marvin Barnes,1975,1980,F-C,8-Jun,210,7/27/1952,27/7/1952,1952,28,Providence,https://www.basketball-reference.com/players/b/barnema01.html,barnema01,1952,28,5,,76104
Mason Jones,Mason Jones,2021,2025,G,4-Jun,200,7/21/1998,21/7/1998,1998,27,"Connors State College, Arkansas",https://www.basketball-reference.com/players/j/jonesma05.html,jonesma05,1998,27,4,,1630222
Mateen Cleaves,Mateen Cleaves,2001,2006,G,2-Jun,205,9/7/1977,7/9/1977,1977,29,Michigan State,https://www.basketball-reference.com/players/c/cleavma01.html,cleavma01,1977,29,5,,2043
Matisse Thybulle,Matisse Thybulle,2020,2024,G,5-Jun,201,3/4/1997,4/3/1997,1997,27,Washington,https://www.basketball-reference.com/players/t/thybuma01.html,thybuma01,1997,27,4,,1629680
Matt Ryan,Matt Ryan,2022,2025,F,6-Jun,215,4/17/1997,17/4/1997,1997,28,"Notre Dame, Vanderbilt, Chattanooga",https://www.basketball-reference.com/players/r/ryanma01.html,ryanma01,1997,28,3,,1630346
Maurice Ager,Maurice Ager,2007,2011,G,5-Jun,202,2/9/1984,9/2/1984,1984,27,Michigan State,https://www.basketball-reference.com/players/a/agerma01.html,agerma01,1984,27,4,,200772
Maurice Harkless,Maurice Harkless,2013,2022,F-G,7-Jun,220,5/11/1993,11/5/1993,1993,29,St. John's,https://www.basketball-reference.com/players/h/harklma01.html,harklma01,1993,29,9,,203090
Maury King,Maury King,1960,1963,G,2-Jun,195,3/12/1935,12/3/1935,1935,28,Kansas,https://www.basketball-reference.com/players/k/kingma01.html,kingma01,1935,28,3,modified,77272
Max Strus,Max Strus,2020,2025,G,5-Jun,215,3/28/1996,28/3/1996,1996,29,"Lewis (IL), DePaul",https://www.basketball-reference.com/players/s/strusma01.html,strusma01,1996,29,5,,1629622
Medford Park,Medford Park,1956,1960,G-F,2-Jun,205,4/11/1933,11/4/1933,1933,27,Missouri,https://www.basketball-reference.com/players/p/parkme01.html,parkme01,1933,27,4,modified,77799
Mel Bennett,Mel Bennett,1976,1982,F,7-Jun,200,1/4/1955,4/1/1955,1955,27,Pitt,https://www.basketball-reference.com/players/b/benneme01.html,benneme01,1955,27,6,,76151
Mel Davis,Mel Davis,1974,1977,F,6-Jun,220,11/9/1950,9/11/1950,1950,27,St. John's,https://www.basketball-reference.com/players/d/davisme01.html,davisme01,1950,27,3,,76529
Mel Nowell,Mel Nowell,1963,1968,G,2-Jun,170,12/27/1939,27/12/1939,1939,29,Ohio State,https://www.basketball-reference.com/players/n/nowelme01.html,nowelme01,1939,29,5,,77737
Melvin Frazier,Melvin Frazier,2019,2022,G,5-Jun,215,8/30/1996,30/8/1996,1996,26,Tulane,https://www.basketball-reference.com/players/f/frazime01.html,frazime01,1996,26,3,,1628982
Merv Jackson,Merv Jackson,1969,1973,G,3-Jun,175,8/15/1946,15/8/1946,1946,27,Utah,https://www.basketball-reference.com/players/j/jacksme01.html,jacksme01,1946,27,4,,
Mfiondu Kabengele,Mfiondu Kabengele,2020,2023,F,9-Jun,250,8/14/1997,14/8/1997,1997,26,Florida State,https://www.basketball-reference.com/players/k/kabenmf01.html,kabenmf01,1997,26,3,,1629662
Micah Potter,Micah Potter,2022,2025,C,10-Jun,248,4/6/1998,6/4/1998,1998,27,"Ohio State, Wisconsin",https://www.basketball-reference.com/players/p/pottemi01.html,pottemi01,1998,27,3,,1630695
Michael Bradley,Michael Bradley,2002,2006,F-C,10-Jun,245,4/18/1979,18/4/1979,1979,27,"Kentucky, Villanova",https://www.basketball-reference.com/players/b/bradlmi01.html,bradlmi01,1979,27,4,,2214
Michael Dickerson,Michael Dickerson,1999,2003,G-F,5-Jun,190,6/25/1975,25/6/1975,1975,28,Arizona,https://www.basketball-reference.com/players/d/dickemi01.html,dickemi01,1975,28,4,,1722
Michael Hawkins,Michael Hawkins,1997,2001,G,Jun-00,178,10/28/1972,28/10/1972,1972,29,Xavier,https://www.basketball-reference.com/players/h/hawkimi01.html,hawkimi01,1972,29,4,,1138
Michael Holton,Michael Holton,1985,1990,G,4-Jun,185,8/4/1961,4/8/1961,1961,29,UCLA,https://www.basketball-reference.com/players/h/holtomi01.html,holtomi01,1961,29,5,,77047
Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,2013,2020,F,6-Jun,232,9/26/1993,26/9/1993,1993,27,Kentucky,https://www.basketball-reference.com/players/k/kiddgmi01.html,kiddgmi01,1993,27,7,,203077
Michael Porter Jr.,Michael Porter Jr.,2020,2025,F,10-Jun,218,6/29/1998,29/6/1998,1998,27,Missouri,https://www.basketball-reference.com/players/p/portemi01.html,portemi01,1998,27,5,,1629008
Michael Smith,Michael Smith,1995,2001,F,8-Jun,230,3/28/1972,28/3/1972,1972,29,Providence,https://www.basketball-reference.com/players/s/smithmi02.html,smithmi02,1972,29,6,,63
Mike Wilson,Mike Wilson,1984,1987,G,4-Jun,175,9/15/1959,15/9/1959,1959,28,Marquette,https://www.basketball-reference.com/players/w/wilsomi01.html,wilsomi01,1959,28,3,modified,78581
Michael Young,Michael Young,1985,1990,F-G,7-Jun,220,1/2/1961,2/1/1961,1961,29,Houston,https://www.basketball-reference.com/players/y/youngmi01.html,youngmi01,1961,29,5,,78634
Mickey Davis,Mickey Davis,1972,1977,F-G,7-Jun,195,6/16/1950,16/6/1950,1950,27,Duquesne,https://www.basketball-reference.com/players/d/davismi02.html,davismi02,1950,27,5,,
Mikal Bridges,Mikal Bridges,2019,2025,F-G,6-Jun,209,8/30/1996,30/8/1996,1996,29,Villanova,https://www.basketball-reference.com/players/b/bridgmi01.html,bridgmi01,1996,29,6,,1628969
Mike Barr,Mike Barr,1973,1977,G,3-Jun,180,10/19/1950,19/10/1950,1950,27,Duquesne,https://www.basketball-reference.com/players/b/barrmi01.html,barrmi01,1950,27,4,,76112
Mike Butler,Mike Butler,1969,1972,G,2-Jun,170,10/22/1946,22/10/1946,1946,26,Memphis,https://www.basketball-reference.com/players/b/butlemi01.html,butlemi01,1946,26,3,,
Mike D'Antoni,Mike D'Antoni,1974,1977,G,3-Jun,185,5/8/1951,8/5/1951,1951,26,Marshall,https://www.basketball-reference.com/players/d/dantomi01.html,dantomi01,1951,26,3,,76505
Mike Davis,Mike Davis,1970,1973,G,3-Jun,185,7/26/1946,26/7/1946,1946,27,Virginia Union University,https://www.basketball-reference.com/players/d/davismi01.html,davismi01,1946,27,3,,76531
Mike Green,Mike Green,1974,1980,C-F,10-Jun,200,8/6/1951,6/8/1951,1951,29,Louisiana Tech,https://www.basketball-reference.com/players/g/greenmi01.html,greenmi01,1951,29,6,,76873
Mike Jackson,Mike Jackson,1973,1976,F,7-Jun,215,7/31/1949,31/7/1949,1949,27,"Allan Hancock College, California State University, Los Angeles",https://www.basketball-reference.com/players/j/jacksmi01.html,jacksmi01,1949,27,3,,
Mike Lewis,Mike Lewis,1969,1974,C-F,8-Jun,225,3/18/1946,18/3/1946,1946,28,Duke,https://www.basketball-reference.com/players/l/lewismi01.html,lewismi01,1946,28,5,,
Mike McCarron,Mike McCarron,1947,1950,G,11-May,180,3/2/1922,2/3/1922,1922,28,Seton Hall,https://www.basketball-reference.com/players/m/mccarmi01.html,mccarmi01,1922,28,3,,77503
Michael Sweetney,Michael Sweetney,2004,2007,F,8-Jun,275,10/25/1982,25/10/1982,1982,25,Georgetown,https://www.basketball-reference.com/players/s/sweetmi01.html,sweetmi01,1982,25,3,modified,2552
Miles Bridges,Miles Bridges,2019,2025,G-F,7-Jun,225,3/21/1998,21/3/1998,1998,27,Michigan State,https://www.basketball-reference.com/players/b/bridgmi02.html,bridgmi02,1998,27,6,,1628970
Miles McBride,Miles McBride,2022,2025,G,2-Jun,200,9/8/2000,8/9/2000,2000,25,West Virginia,https://www.basketball-reference.com/players/m/mcbrimi01.html,mcbrimi01,2000,25,3,,1630540
Milt Palacio,Milt Palacio,2000,2006,G,3-Jun,195,2/7/1978,7/2/1978,1978,28,"Midland College, Colorado State",https://www.basketball-reference.com/players/p/palacmi01.html,palacmi01,1978,28,6,,1960
Milt Schoon,Milt Schoon,1947,1950,C,7-Jun,230,2/25/1922,25/2/1922,1922,28,Valparaiso,https://www.basketball-reference.com/players/s/schoomi01.html,schoomi01,1922,28,3,,78089
Milt Wagner,Milt Wagner,1988,1991,G,5-Jun,185,2/20/1963,20/2/1963,1963,28,Louisville,https://www.basketball-reference.com/players/w/wagnemi01.html,wagnemi01,1963,28,3,,78429
Mitchell Robinson,Mitchell Robinson,2019,2024,C,Jul-00,240,4/1/1998,1/4/1998,1998,26,Western Kentucky,https://www.basketball-reference.com/players/r/robinmi01.html,robinmi01,1998,26,5,,1629011
Mo Bamba,Mo Bamba,2019,2025,C,Jul-00,231,5/12/1998,12/5/1998,1998,27,Texas,https://www.basketball-reference.com/players/b/bambamo01.html,bambamo01,1998,27,6,,1628964
Don Meineke,Don Meineke,1953,1958,F-C,7-Jun,208,10/30/1930,30/10/1930,1930,28,Dayton,https://www.basketball-reference.com/players/m/meinemo01.html,meinemo01,1930,28,5,modified,77573
Montrezl Harrell,Montrezl Harrell,2016,2023,F-C,7-Jun,240,1/26/1994,26/1/1994,1994,29,Louisville,https://www.basketball-reference.com/players/h/harremo01.html,harremo01,1994,29,7,,1626149
Moritz Wagner,Moritz Wagner,2019,2025,F-C,11-Jun,245,4/26/1997,26/4/1997,1997,28,Michigan,https://www.basketball-reference.com/players/w/wagnemo01.html,wagnemo01,1997,28,6,,43224
Morlon Wiley,Morlon Wiley,1989,1995,G,4-Jun,185,9/24/1966,24/9/1966,1966,29,Cal State Long Beach,https://www.basketball-reference.com/players/w/wileymo01.html,wileymo01,1966,29,6,,78528
Morris Almond,Morris Almond,2008,2012,G,6-Jun,225,2/2/1985,2/2/1985,1985,27,Rice University,https://www.basketball-reference.com/players/a/almonmo01.html,almonmo01,1985,27,4,,201165
Moses Brown,Moses Brown,2020,2025,C,2-Jul,245,10/13/1999,13/10/1999,1999,26,UCLA,https://www.basketball-reference.com/players/b/brownmo01.html,brownmo01,1999,26,5,,1629650
Moses Moody,Moses Moody,2022,2025,G,5-Jun,205,5/31/2002,31/5/2002,2002,23,Arkansas,https://www.basketball-reference.com/players/m/moodymo01.html,moodymo01,2002,23,3,,1630541
Myles Turner,Myles Turner,2016,2025,C-F,11-Jun,250,3/24/1996,24/3/1996,1996,29,Texas,https://www.basketball-reference.com/players/t/turnemy01.html,turnemy01,1996,29,9,,1626167
Naji Marshall,Naji Marshall,2021,2025,F,7-Jun,220,1/24/1998,24/1/1998,1998,27,Xavier,https://www.basketball-reference.com/players/m/marshna01.html,marshna01,1998,27,4,,1630230
Nassir Little,Nassir Little,2020,2024,F,5-Jun,220,2/11/2000,11/2/2000,2000,24,UNC,https://www.basketball-reference.com/players/l/littlna01.html,littlna01,2000,24,4,,1629642
Nate Bowman,Nate Bowman,1967,1972,C,10-Jun,230,3/19/1943,19/3/1943,1943,29,Wichita State,https://www.basketball-reference.com/players/b/bowmana01.html,bowmana01,1943,29,5,,76219
Nate Hinton,Nate Hinton,2021,2024,G,5-Jun,210,6/8/1999,8/6/1999,1999,25,Houston,https://www.basketball-reference.com/players/h/hintona01.html,hintona01,1999,25,3,,1630207
Nate Williams,Nate Williams,1972,1979,F-G,5-Jun,215,5/2/1950,2/5/1950,1950,29,Utah State University,https://www.basketball-reference.com/players/w/willina01.html,willina01,1950,29,7,,78561
Nate Wolters,Nate Wolters,2014,2018,G,4-Jun,190,5/15/1991,15/5/1991,1991,27,South Dakota State,https://www.basketball-reference.com/players/w/woltena01.html,woltena01,1991,27,4,,203489
Naz Reid,Naz Reid,2020,2025,F,9-Jun,264,8/26/1999,26/8/1999,1999,26,LSU,https://www.basketball-reference.com/players/r/reidna01.html,reidna01,1999,26,5,,1629675
Neal Walk,Neal Walk,1970,1977,C,10-Jun,220,7/29/1948,29/7/1948,1948,29,Florida,https://www.basketball-reference.com/players/w/walkne01.html,walkne01,1948,29,7,,78432
Neemias Queta,Neemias Queta,2022,2025,C,Jul-00,245,7/13/1999,13/7/1999,1999,26,Utah State University,https://www.basketball-reference.com/players/q/quetane01.html,quetane01,1999,26,3,,1629674
Nelson Bobb,Nelson Bobb,1950,1953,G,Jun-00,170,2/25/1924,25/2/1924,1924,29,Temple,https://www.basketball-reference.com/players/b/bobbne01.html,bobbne01,1924,29,3,,76190
Nenad Krstić,Nenad Krstić,2005,2011,C,Jul-00,240,7/25/1983,25/7/1983,1983,28,,https://www.basketball-reference.com/players/k/krstine01.html,krstine01,1983,28,6,,2420
Nerlens Noel,Nerlens Noel,2015,2023,C-F,10-Jun,220,4/10/1994,10/4/1994,1994,29,Kentucky,https://www.basketball-reference.com/players/n/noelne01.html,noelne01,1994,29,8,,203457
Nic Claxton,Nic Claxton,2020,2025,C,11-Jun,215,4/17/1999,17/4/1999,1999,26,Georgia,https://www.basketball-reference.com/players/c/claxtni01.html,claxtni01,1999,26,5,,1629651
Nick Jones,Nick Jones,1968,1973,G,2-Jun,190,3/28/1945,28/3/1945,1945,28,Oregon,https://www.basketball-reference.com/players/j/jonesni01.html,jonesni01,1945,28,5,,77195
